address,domains,first_seen,hostname,ip_version,known,last_seen,name,online,risk_score
52.90.208.115,"ec2-52-90-208-115.compute-1.amazonaws.com,wordpress.arctonyx.net",2022-05-11T00:00:00.337156Z,ec2-52-90-208-115.compute-1.amazonaws.com,4,True,2022-05-11T00:00:00.337156Z,wordpress.arctonyx.net,False,
143.204.86.36,"server-143-204-86-36.nrt12.r.cloudfront.net,documentation.catosec.io",2022-05-10T00:00:00.812885Z,server-143-204-86-36.nrt12.r.cloudfront.net,4,False,2022-05-10T00:00:00.812885Z,documentation.catosec.io,False,
3.81.225.25,"ec2-3-81-225-25.compute-1.amazonaws.com,alfresco.arctonyx.net",2022-09-28T00:00:00.410818Z,ec2-3-81-225-25.compute-1.amazonaws.com,4,False,2022-10-27T00:00:00.953342Z,alfresco.arctonyx.net,False,
98.204.212.89,"c-98-204-212-89.hsd1.md.comcast.net,testing.arctonyx.net",2022-09-28T00:00:00.410818Z,c-98-204-212-89.hsd1.md.comcast.net,4,False,2022-10-27T00:00:00.953342Z,testing.arctonyx.net,False,
52.0.5.193,"ec2-52-0-5-193.compute-1.amazonaws.com,www.documentation.catosec.io",2022-09-28T00:00:00.410818Z,ec2-52-0-5-193.compute-1.amazonaws.com,4,False,2022-10-14T00:00:00.875836Z,www.documentation.catosec.io,True,0.1
173.201.193.97,"mail.arctonyx.net,imap.arctonyx.net,p3plprx08-v01.prod.phx3.secureserver.net,pop.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plprx08-v01.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,imap.arctonyx.net,False,
10.2.4.7,test.catosec.io,2022-09-28T00:00:00.410818Z,,4,False,2022-10-27T00:00:00.953342Z,test.catosec.io,False,
68.178.252.117,"mail.arctonyx.net,p3plprx11-v01.prod.phx3.secureserver.net,imap.arctonyx.net,pop.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plprx11-v01.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,imap.arctonyx.net,False,
143.204.86.93,"server-143-204-86-93.nrt12.r.cloudfront.net,documentation.catosec.io",2022-05-10T00:00:00.812885Z,server-143-204-86-93.nrt12.r.cloudfront.net,4,False,2022-05-10T00:00:00.812885Z,documentation.catosec.io,False,
72.167.218.138,"mail.arctonyx.net,p3plprx02-v01.prod.phx3.secureserver.net,imap.arctonyx.net,pop.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plprx02-v01.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,imap.arctonyx.net,False,
173.201.192.129,"p3plprx06-v01.prod.phx3.secureserver.net,imap.arctonyx.net,pop.arctonyx.net,mail.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plprx06-v01.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,imap.arctonyx.net,False,
68.178.213.203,"smtp.arctonyx.net,p3plibsmtp03-v01.prod.phx3.secureserver.net",2022-09-28T00:00:00.410818Z,p3plibsmtp03-v01.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,smtp.arctonyx.net,False,
108.138.85.54,"server-108-138-85-54.iad12.r.cloudfront.net,documentation.catosec.io",2022-10-15T00:00:00.364146Z,server-108-138-85-54.iad12.r.cloudfront.net,4,False,2022-10-15T00:00:00.364146Z,documentation.catosec.io,True,9.792595389799699
68.178.213.37,"smtp.arctonyx.net,p3plibsmtp02-v01.prod.phx3.secureserver.net",2022-09-28T00:00:00.410818Z,p3plibsmtp02-v01.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,smtp.arctonyx.net,False,
54.236.4.241,"ec2-54-236-4-241.compute-1.amazonaws.com,jfrog.arctonyx.net",2022-05-11T00:00:00.669927Z,ec2-54-236-4-241.compute-1.amazonaws.com,4,False,2022-05-11T00:00:00.669927Z,jfrog.arctonyx.net,False,
173.201.192.5,"p3plgemwbe11-v05.prod.phx3.secureserver.net,email.arctonyx.net,e.arctonyx.net,webmail.arctonyx.net",2022-07-11T00:00:00.555244Z,p3plgemwbe11-v05.prod.phx3.secureserver.net,4,False,2022-07-11T00:00:00.555244Z,e.arctonyx.net,False,
97.74.135.45,"email05.secureserver.net,email.arctonyx.net,e.arctonyx.net,webmail.arctonyx.net",2022-04-27T00:00:00.439149Z,email05.secureserver.net,4,False,2022-04-27T00:00:00.439149Z,e.arctonyx.net,False,
173.201.192.158,"imap.arctonyx.net,p3plprx07-v01.prod.phx3.secureserver.net,pop.arctonyx.net,mail.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plprx07-v01.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,imap.arctonyx.net,False,
173.201.193.133,"e.arctonyx.net,webmail.arctonyx.net,p3plgemwbe17-v05.prod.phx3.secureserver.net,email.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plgemwbe17-v05.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,e.arctonyx.net,False,
45.40.140.6,"email.arctonyx.net,e.arctonyx.net,webmail.arctonyx.net,p3plgemwbe27-v05.prod.phx3.secureserver.net",2022-09-28T00:00:00.410818Z,p3plgemwbe27-v05.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,e.arctonyx.net,False,
68.178.252.20,"e.arctonyx.net,webmail.arctonyx.net,email.arctonyx.net,p3plgemwbe22-v05.prod.phx3.secureserver.net",2022-09-28T00:00:00.410818Z,p3plgemwbe22-v05.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,e.arctonyx.net,False,
173.201.193.148,"e.arctonyx.net,webmail.arctonyx.net,p3plgemwbe18-v05.prod.phx3.secureserver.net,email.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plgemwbe18-v05.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,e.arctonyx.net,False,
97.74.135.55,"email06.secureserver.net,email.arctonyx.net,e.arctonyx.net,webmail.arctonyx.net",2022-06-06T00:00:00.302713Z,email06.secureserver.net,4,False,2022-06-06T00:00:00.302713Z,e.arctonyx.net,False,
